708	United States	Grass Valley	Pablo Rio	https://www.grassvalley.com/products/rio/	Pablo Rio is a color grading application that GV acquired when they purchased Snell.
709	Germany	Numeric Systems GmbH	Pacefish	http://numeric.systems/pacefish	CFD application for Automotive Aerodynamics, Pedestrian Comfort and Wind Loading
710	China	PaddlePaddle	PaddlePaddle	https://github.com/PaddlePaddle/Paddle	PaddlePaddle (PArallel Distributed Deep LEarning) is an easy-to-use, efficient, flexible and scalable deep learning platform, which is originally developed by Baidu scientists and engineers for the purpose of applying deep learning to many products at Baidu.
711	United States	Corel	Painter	https://www.painterartist.com/en/product/painter/	Raster-based digital art application for drawing, sketching and painting.
712	United States	Corel	PaintShop Pro	https://www.paintshoppro.com/en/products/paintshop-pro/ultimate/	PaintShop Pro is an all-in-one photo editing and design software featuring one-click fixes and advanced photo editing tools.
713	Singapore	Qritive	PANTHEON	qritive.com	Qritive provides clinical-grade decision support systems to enhance histopathology diagnosis of cancer and to assist doctors delivering insightful and personalized care to patients.
714	New Zealand	Te Reo Irirangi o Te Hiku o Te Ika	Papareo	https://papareo.nz/	Automatic te reo Māori transcriptions.
715	United States	ICL - University of Tennessee Knoxville	PAPI	https://icl.utk.edu/papi/	PAPI provides the tool designer and application engineer with a consistent interface and methodology for use of the performance counter hardware found in most major microprocessors. PAPI enables software engineers to see, in near real time, the relation between software performance and processor events.
716	United States	Appentra Solutions	Parallware Trainer	https://www.appentra.com/products/parallware-trainer/	Parallelware Trainer is an interactive, real-time code editor with features that facilitate the learning, usage, and implementation of parallel programming by understanding how and why sections of code can be parallelized.    Users are actively involved in learning parallel programming through observation, comparison, and hands-on experimentation.    Parallelware Trainer provides support for widely used parallel programming strategies using OpenMP and OpenACC with execution on multicore processors and GPUs.
717	United States	Kitware	ParaView	https://blog.kitware.com/recent-improvements-to-paraviewweb-local-rendering-property-management-and-more/	Scalable data analysis and visualization application. One of the main vis tools at HPC sites.
718	United States	Slyce	Part Finder Kiosk	https://slyce.it/part-finder-kiosk/	A visual search and image recognition solution for retailers and brands
719	United States	Prometech	Particleworks	https://www.particleworks.com/home_en.html	CFD software using MPS (Moving Particle Simulation) method for automotive, energy, material, chemical processing, medical, food, and civil engineering industries where free surface fluid flow and fluid mixing phenomena occur.
720	France	Aon Benfield	Pathwise	http://www.aon.com/reinsurance/aon-securities/pathwise-solutions-group.jsp	Specialized platform for real-time hedging, valuation, pricing and risk management.
721	United States	MSC Software	Patran	http://www.mscsoftware.com/product/patran	Industry proven, modern pre- & post-processing app for CAE
722	United States	BeMyEye	Peak Trading Out Of Stock	https://www.bemyeye.com/peak-trading-oos	Out of Stock (OOS) and Almost OOS (AOOS) crowed sourcing solutions for retailers
723	United States	Open Source	PEANUT	http://peanut.readthedocs.io/	Read mapper for DNA or RNA sequence that reads to a known reference genome.
724	Israel	Gong.io	People Intelligence	https://www.gong.io/people-intelligence/	Visibility into how reps and managers are performing with AI based recommendations
725	United States	University of California Santa Cruz	PEPPER	https://github.com/kishwarshafin/pepper	Pepper is a genome inference module based on recurrent neural networks that enables long-read variant calling and nanopore assembly polishing in the PEPPER-Margin-DeepVariant pipeline. This pipeline enables nanopore-based variant calling with DeepVariant.
726	United States	BeMyEye	Perfect Shelf	https://www.bemyeye.com/perfect-shelf	Track Hypermarkets, Supermarkets, Discounters, Managed Convenience and Chemists, using unique blend of IR technologies and crowdsourcing, to provide you with on-shelf sales fundamental data across an entire category
727	Germany	INTES GmbH	PERMAS-XPU	https://www.intes.de/kategorie_permas/modules/xpu/	General purpose structural simulation software
728	United States	Lawrence Berkeley Laboratories	PEtot	http://cmsn.lbl.gov/html/PEtot/PEtot_features.html	First principles materials code that computes the behavior of the electron structures of materials.
729	United Kingdom	The Pixel Farm	PFClean	http://www.thepixelfarm.co.uk/pfclean/	Image restoration and remastering
730	United Kingdom	The Pixel Farm	PFTrack	http://www.thepixelfarm.co.uk/pftrack/	3D scene creation and tracking
731	France	DxO	PhotoLab	https://www.dxo.com/dxo-photolab/	PhotoLab is a photo editor with specializing in high-quality RAW processing and optical corrections for lens defect, along with powerful local image adjustment tools.
732	United States	Adobe	Photoshop	http://www.adobe.com/products/photoshop.html	Photo editing to transform your images into anything you can imagine
733	Australia	PI.EXCHANGE	PI.EXCHANGE	https://www.pi.exchange/	Smart Data Preparation recommend actions to amplify hidden signals within your raw data with the most suitable machine-learning algorithm, displaying an automatic view of the models' performance prior to training. Model life-cycle Management allows one-click deployment to automatically turns on monitoring of your model. Data submitted to the model for prediction is automatically logged and checked continuously for drift.
734	Germany	HZDR	PIConGPU	https://github.com/ComputationalRadiationPhysics/picongpu	A relativistic Particle-in-Cell code that describes the dynamics of a plasma by computing the motion of electrons and ions subject to the Maxwell-Vlasov equation.
735	Turkey	Kizil Electronik	Piko TV	https://www.pikotv.com/single-post/2016/03/24/Turksat-and-KIZIL-Elektronik-will-develop-products-together	Linear broadcast encoder
736	United States	Corel	Pinnacle Studio	https://www.pinnaclesys.com/en/	Video editing and sharing program.
737	United States	Boston University	PIPER Protein Docking	https://www.schrodinger.com/piper	Protein-protein docking program
738	United States	Pix4D	Pix4Dmapper	https://www.pix4d.com/product/pix4dmapper-photogrammetry-software	This professional photogrammetry software uses images to generate point clouds, digital surface and terrain models, orthomosaics, textured models and more. It is most often used by geospatial professionals such as surveyors and civil engineers.
739	United States	Cinnafilm	PixelStrings	https://pixelstrings.com/	Cloud-based image processing Platform-as-a-Service (PaaS) delivering high-quality, automated video conversion and frame optimization
740	Norway	The Future Group	Pixotope	https://www.futureuniverse.com/product	All-in-one, real-time virtual production system with integrated Unreal Engine photorealistic rendering. Open software-based solution for rapidly creating virtual studios, augmented reality (AR), and on-air graphics. Offers a real-time WYSIWYG editor, a virtual set auto-generation tool, its own powerful internal chroma keyer, and user-designed custom control panels.
741	United States	Rowbyte	Plexus	https://www.rowbyte.com/plexus	Plexus is a plug-in designed to bring generative art closer to a non-linear program like After Effects. It lets you create, manipulate and visualize data in a procedural manner. Render the particles and create all sorts of interesting relationships between them based on various parameters using lines and triangles.
742	Korea, Republic of	RECON Labs Inc.	PlicAR	https://reconlabs.kr/product-en/	Our SaaS provides an AR-ready (web-based viewer, 3D object) package for the e-commerce sellers, generating 3D objects of the products from captured videos of them
743	United States	University of California at Santa Barbara	PolyFTS	http://www.mrl.ucsb.edu/research/complex-fluids-design-consortium	Classical molecular simulation code for studying polymer self-assembly and thermodynamics.
744	Russian Federation	Polymatica	Polymatica	http://polymatica.com/en/solutions/	Analytical OLAP and Data Mining Platform
745	France	PopcornFX	PopcornFX C++ SDK	https://www.popcornfx.com/popcornfx-editor/	PopcornFX licensing Editor plan to create real-time particle effects.  PopcornFX runtime Middleware plan to play real-time particle effects in in-house engine
